ISBN,Book-Title,Book-Author,Year-Of-Publication,Image-URL-L,pagesNumber,Rating
156097432X,Palestine,Joe Sacco,2002,http://images.amazon.com/images/P/156097432X.01.LZZZZZZZ.jpg,288,4.2
1929998171,Blue Monday: Absolute Beginners,Chynna Clugston-Major,2001,http://images.amazon.com/images/P/1929998171.01.LZZZZZZZ.jpg,128,4.12
1569470103,The Beacon at Alexandria (Hera),Gillian Bradshaw,1994,http://images.amazon.com/images/P/1569470103.01.LZZZZZZZ.jpg,376,4.23
1888963077,Castle Waiting: The Lucky Road,Linda Medley,2000,http://images.amazon.com/images/P/1888963077.01.LZZZZZZZ.jpg,184,3.9
1891830198,Box Office Poison,Alex Robinson,2001,http://images.amazon.com/images/P/1891830198.01.LZZZZZZZ.jpg,602,3.93
1561632740,The Mystery of Mary Rogers (Treasury of Victorian Murder (Hardcover)),Rick Geary,2001,http://images.amazon.com/images/P/1561632740.01.LZZZZZZZ.jpg,80,3.8
1563896680,Top Ten (Book 1),Alan Moore,2001,http://images.amazon.com/images/P/1563896680.01.LZZZZZZZ.jpg,208,4.1
3453190025,Das Testament,John Grisham,2001,http://images.amazon.com/images/P/3453190025.01.LZZZZZZZ.jpg,496,3.86
060980166X,The Magic Lamp: Goal Setting for People Who Hate Setting Goals,Keith Ellis,1998,http://images.amazon.com/images/P/060980166X.01.LZZZZZZZ.jpg,256,3.78
044922502X,North of Montana,April Smith,1996,http://images.amazon.com/images/P/044922502X.01.LZZZZZZZ.jpg,368,3.36
031218591X,Heartwiseguy: How to Live the Good Life After a Heart Attack (Heart Wiseguy),Gary Cartwright,1998,http://images.amazon.com/images/P/031218591X.01.LZZZZZZZ.jpg,243,3.0
1557045291,Stress Relief for Disasters Great and Small: What to Expect and What to Do from Day One to Year One and Beyond (Dr. Georgia Witkin Stress Books),Georgia Witkin,2002,http://images.amazon.com/images/P/1557045291.01.LZZZZZZZ.jpg,240,3.5
084394952X,Dark Legend,Christine Feehan,2002,http://images.amazon.com/images/P/084394952X.01.LZZZZZZZ.jpg,382,4.35
2253008621,La clÃ?Â© sur la porte,Marie Cardinal,1978,http://images.amazon.com/images/P/2253008621.01.LZZZZZZZ.jpg,224,3.12
2253034673,Des Cornichons Au Chocolat,Stephanie,0,http://images.amazon.com/images/P/2253034673.01.LZZZZZZZ.jpg,157,3.06
2020333058,Moi d'abord,Katherine Pancol,1998,http://images.amazon.com/images/P/2020333058.01.LZZZZZZZ.jpg,189,3.05
2253905879,Ecrits politiques,Victor Hugo,2002,http://images.amazon.com/images/P/2253905879.01.LZZZZZZZ.jpg,382,4.8
2070369617,Le Passe Muraille,Marcel Ayme,0,http://images.amazon.com/images/P/2070369617.01.LZZZZZZZ.jpg,222,3.86
2207303411,Le gamin artificiel,Bruce Sterling,1982,http://images.amazon.com/images/P/2207303411.01.LZZZZZZZ.jpg,320,3.71
2253000140,Flash ou le Grand voyage,Charles Duchaussois,1974,http://images.amazon.com/images/P/2253000140.01.LZZZZZZZ.jpg,704,4.29
2264026871,Le voyage Ã?Â  Nanga,Jorn Riel,1999,http://images.amazon.com/images/P/2264026871.01.LZZZZZZZ.jpg,187,4.24
1852304359,The Little Book of Celtic Wisdom (Little Book),John Matthews,1993,http://images.amazon.com/images/P/1852304359.01.LZZZZZZZ.jpg,65,3.8
2253141976,Pulp,Charles Bukowski,1997,http://images.amazon.com/images/P/2253141976.01.LZZZZZZZ.jpg,189,3.68
2070749053,Passion fixe: Roman,Philippe Sollers,2000,http://images.amazon.com/images/P/2070749053.01.LZZZZZZZ.jpg,304,3.28
2253058157,Le Cercle des poÃ?Â¨tes disparus,N. H. Kleinbaum,1991,http://images.amazon.com/images/P/2253058157.01.LZZZZZZZ.jpg,192,4.22
2277233846,Les Tommyknockers T1,King,0,http://images.amazon.com/images/P/2277233846.01.LZZZZZZZ.jpg,314,3.79
2253139416,Paris Au XX Siecle,Jules Verne,0,http://images.amazon.com/images/P/2253139416.01.LZZZZZZZ.jpg,186,3.38
2253039691,La guerre des cerveaux,Bernard Lenteric,1986,http://images.amazon.com/images/P/2253039691.01.LZZZZZZZ.jpg,314,3.76
3518397362,Fortunas Tochter,Isabel Allende,2002,http://images.amazon.com/images/P/3518397362.01.LZZZZZZZ.jpg,482,3.91
2070380416,Le The Au Harem D'archi Ahmed,Mehdi Charef,1999,http://images.amazon.com/images/P/2070380416.01.LZZZZZZZ.jpg,184,3.37
158234146X,Sarah,J. T. LeRoy,2001,http://images.amazon.com/images/P/158234146X.01.LZZZZZZZ.jpg,160,3.47
1853262056,Martin Chuzzlewit (Wordsworth Collection),Charles Dickens,1998,http://images.amazon.com/images/P/1853262056.01.LZZZZZZZ.jpg,762,3.84
1579620809,Townie,John Butman,2002,http://images.amazon.com/images/P/1579620809.01.LZZZZZZZ.jpg,215,2.75
155166917X,At The Corner Of Love And Heartache,Curtiss Ann Matlock,2002,http://images.amazon.com/images/P/155166917X.01.LZZZZZZZ.jpg,448,3.88
1585420271,Quitting the Nairobi Trio,Jim Knipfel,2000,http://images.amazon.com/images/P/1585420271.01.LZZZZZZZ.jpg,288,3.92
1579620345,Milk,Emily Hammond,2001,http://images.amazon.com/images/P/1579620345.01.LZZZZZZZ.jpg,256,3.29
1579620310,Mr. Porter and the Brothers Jones,Margaret Reinhold,2001,http://images.amazon.com/images/P/1579620310.01.LZZZZZZZ.jpg,190,0.0
1579620183,Irregulars,Marilyn Jacovsky,1999,http://images.amazon.com/images/P/1579620183.01.LZZZZZZZ.jpg,159,4.0
1579620396,Walking the Perfect Square: A Novel (Moe Prager Mysteries),Reed Farrell Coleman,2002,http://images.amazon.com/images/P/1579620396.01.LZZZZZZZ.jpg,264,3.81
1579620205,Ohio Angels,Harriet Scott Chessman,1999,http://images.amazon.com/images/P/1579620205.01.LZZZZZZZ.jpg,144,3.39
1579620353,The Violent Child: A Novel,Michael Sheridan,2001,http://images.amazon.com/images/P/1579620353.01.LZZZZZZZ.jpg,221,0.0
1579620140,The Man I Never Wanted to Be,John Clayton,1998,http://images.amazon.com/images/P/1579620140.01.LZZZZZZZ.jpg,230,0.0
1579620361,A Selfish Woman,Christopher Brookhouse,2001,http://images.amazon.com/images/P/1579620361.01.LZZZZZZZ.jpg,128,1.0
1579620736,The White Road: A Novel,Robert Demaria,2000,http://images.amazon.com/images/P/1579620736.01.LZZZZZZZ.jpg,304,3.0
1579620388,Nice,Charles Holdefer,2001,http://images.amazon.com/images/P/1579620388.01.LZZZZZZZ.jpg,253,3.0
1580080936,How to Make a Journal of Your Life,D. Price,1999,http://images.amazon.com/images/P/1580080936.01.LZZZZZZZ.jpg,128,4.06
1559638095,The Official Earth Day Guide to Planet Repair,Denis Hayes,2000,http://images.amazon.com/images/P/1559638095.01.LZZZZZZZ.jpg,192,3.25
1562472291,Crafts for Girls (American Girl Library),Sally Seamans,1995,http://images.amazon.com/images/P/1562472291.01.LZZZZZZZ.jpg,48,4.18
069811924X,Jamie O'Rourke and the Pooka (Picture Puffins),Tomie De Paola,2002,http://images.amazon.com/images/P/069811924X.01.LZZZZZZZ.jpg,32,3.74
039575531X,On Becoming a Person:  A Therapist's View of Psychotherapy,Carl Rogers,1995,http://images.amazon.com/images/P/039575531X.01.LZZZZZZZ.jpg,448,4.14
014036837X,The Vicar of Nibbleswicke,Roald Dahl,1994,http://images.amazon.com/images/P/014036837X.01.LZZZZZZZ.jpg,48,3.83
2894293798,The Good Food Cookbook,Margo Oliver,0,http://images.amazon.com/images/P/2894293798.01.LZZZZZZZ.jpg,272,4.36
1569579040,WHEREYOUWANTOGOTO (Little Barefoot Books),E NESBIT,1993,http://images.amazon.com/images/P/1569579040.01.LZZZZZZZ.jpg,205,4.0
1573220205,Brutal Bosses: And Their Prey,Harvey A. Hornstein,1996,http://images.amazon.com/images/P/1573220205.01.LZZZZZZZ.jpg,172,3.71
055324180X,I Believe in You,Barbara Conklin,1984,http://images.amazon.com/images/P/055324180X.01.LZZZZZZZ.jpg,148,3.7
055324356X,Goodbye Forever (Bantam Sweet Dreams Romances),Barbara Conklin,1984,http://images.amazon.com/images/P/055324356X.01.LZZZZZZZ.jpg,135,3.76
014043030X,Silas Marner (English Library),George Eliot,1968,http://images.amazon.com/images/P/014043030X.01.LZZZZZZZ.jpg,265,3.65
1558173765,Mind Stealer,Lee Duigon,1990,http://images.amazon.com/images/P/1558173765.01.LZZZZZZZ.jpg,286,4.0
038053066X,Hints from Heloise  Co,Heloise,1981,http://images.amazon.com/images/P/038053066X.01.LZZZZZZZ.jpg,544,3.95
1575662280,The Ultimate Unauthorized Stephen King Trivia Challenge: Hundreds of Brainteasing Questions on Minute Details and Little-Known Facts About the World's Leading Horror Writer and His Work,Robert W. Bly,1997,http://images.amazon.com/images/P/1575662280.01.LZZZZZZZ.jpg,96,3.8
076451640X,Pocket PCs for Dummies,Brian Underdahl,2002,http://images.amazon.com/images/P/076451640X.01.LZZZZZZZ.jpg,384,3.25
1572319267,Running Microsoft Office 97: International Edition,Michael Halvorson,1998,http://images.amazon.com/images/P/1572319267.01.LZZZZZZZ.jpg,1209,4.0
1563053144,The All Better Book,Suzy Becker,1992,http://images.amazon.com/images/P/1563053144.01.LZZZZZZZ.jpg,96,4.22
1853913979,Cottages in Cross Stitch (The Cross Stitch Collection),Gail Bussi,1994,http://images.amazon.com/images/P/1853913979.01.LZZZZZZZ.jpg,40,0.0
037543075X,The Rescue (Random House Large Print),Nicholas Sparks,2000,http://images.amazon.com/images/P/037543075X.01.LZZZZZZZ.jpg,576,4.11
044652106X,Simple Abundance Journal of Gratitude,Sarah Ban Breathnach,1996,http://images.amazon.com/images/P/044652106X.01.LZZZZZZZ.jpg,160,4.22
1556434324,The Secret of Islam: Love and Law in the Religion of Ethics,Henry Bayman,2003,http://images.amazon.com/images/P/1556434324.01.LZZZZZZZ.jpg,432,0.0
043906628X,A Glory of Unicorns,Bruce Coville,2000,http://images.amazon.com/images/P/043906628X.01.LZZZZZZZ.jpg,198,3.97
1589971248,Little Women (Radio Theatre),Louisa May Alcott,2004,http://images.amazon.com/images/P/1589971248.01.LZZZZZZZ.jpg,4,4.08
1857151399,Outsider,Albert Camus,1998,http://images.amazon.com/images/P/1857151399.01.LZZZZZZZ.jpg,116,3.98
031205405X,Completely Cookies,Leslie Weiner,1991,http://images.amazon.com/images/P/031205405X.01.LZZZZZZZ.jpg,125,4.5
1853267791,The Art of War/The Book Of Lord Shang (Wordsworth Classics of World Literature),Sun Tzu,1999,http://images.amazon.com/images/P/1853267791.01.LZZZZZZZ.jpg,243,4.06
067087986X,Amphibious Thing: The Life of Lord Hervey,Lucy Moore,2000,http://images.amazon.com/images/P/067087986X.01.LZZZZZZZ.jpg,376,3.48
014062239X,Spirits of the Dead: Tales and Poems (Penguin Popular Classics),Edgar Allan Poe,1997,http://images.amazon.com/images/P/014062239X.01.LZZZZZZZ.jpg,278,4.12
031224262X,The Unexpected Guest,Charles Osborne,1999,http://images.amazon.com/images/P/031224262X.01.LZZZZZZZ.jpg,213,4.05
042506784X,The Hollow (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2001,http://images.amazon.com/images/P/042506784X.01.LZZZZZZZ.jpg,264,3.8
019283391X,Far from the Madding Crowd (Oxford World's Classics),Thomas Hardy,1998,http://images.amazon.com/images/P/019283391X.01.LZZZZZZZ.jpg,468,3.94
1565547063,See You at the Top: 25th Anniversary Edition,Zig Ziglar,2000,http://images.amazon.com/images/P/1565547063.01.LZZZZZZZ.jpg,384,4.27
1853260681,Hunchback of Notre Dame (Wordsworth Collection),Victor Hugo,1998,http://images.amazon.com/images/P/1853260681.01.LZZZZZZZ.jpg,429,4.0
067978330X,Anna Karenina (Modern Library Classics),Leo Tolstoy,2000,http://images.amazon.com/images/P/067978330X.01.LZZZZZZZ.jpg,972,4.05
037570731X,The Ladies' Man,ELINOR LIPMAN,2000,http://images.amazon.com/images/P/037570731X.01.LZZZZZZZ.jpg,272,3.43
2070394727,La Classe de neige,Emmanuel CarrÃ?Â¨re,1997,http://images.amazon.com/images/P/2070394727.01.LZZZZZZZ.jpg,148,3.66
084230021X,Answers to Tough Questions Skeptics Ask About the Christian Faith,Josh McDowell,1986,http://images.amazon.com/images/P/084230021X.01.LZZZZZZZ.jpg,256,3.82
1565070658,Survival for Busy Women,Emilie Barnes,1993,http://images.amazon.com/images/P/1565070658.01.LZZZZZZZ.jpg,292,3.78
055327757X,The Greatest Salesman in the World,Og Mandino,1983,http://images.amazon.com/images/P/055327757X.01.LZZZZZZZ.jpg,128,4.21
3442356717,Herrin der TÃ?Â¤ler.,Jennifer Roberson,2001,http://images.amazon.com/images/P/3442356717.01.LZZZZZZZ.jpg,701,3.91
345306139X,Bruder Cadfael und das fremde MÃ?Â¤dchen. Ein mittelalterlicher Kriminalroman.,Ellis Peters,1993,http://images.amazon.com/images/P/345306139X.01.LZZZZZZZ.jpg,188,4.1
038550408X,Property : A Novel,VALERIE MARTIN,2003,http://images.amazon.com/images/P/038550408X.01.LZZZZZZZ.jpg,193,3.69
1841950440,Devil's Cup,Stewart Lee Allen,2000,http://images.amazon.com/images/P/1841950440.01.LZZZZZZZ.jpg,231,3.63
038529932X,Tunnel Vision (V.I. Warshawski Novels (Hardcover)),Sara Paretsky,1994,http://images.amazon.com/images/P/038529932X.01.LZZZZZZZ.jpg,432,3.87
038071115X,The Soul of a New Machine,Tracy Kidder,1995,http://images.amazon.com/images/P/038071115X.01.LZZZZZZZ.jpg,304,4.12
1840221135,Book of the Courtier,Baldesa Castiglione,0,http://images.amazon.com/images/P/1840221135.01.LZZZZZZZ.jpg,368,3.65
014026759X,Miriam's Kitchen: A Memoir,Elizabeth Ehrlich,1998,http://images.amazon.com/images/P/014026759X.01.LZZZZZZZ.jpg,370,3.97
2266124870,Et si c'Ã?Â©tait vrai...,Marc Levy,2003,http://images.amazon.com/images/P/2266124870.01.LZZZZZZZ.jpg,211,3.68
2253016071,Vol Au-dessus D'un Nid De Coucou,Kesey,0,http://images.amazon.com/images/P/2253016071.01.LZZZZZZZ.jpg,407,4.2
208070317X,Le prince,Machiavel,1993,http://images.amazon.com/images/P/208070317X.01.LZZZZZZZ.jpg,220,3.82
2253006130,Le Troisieme Homme,Greene,0,http://images.amazon.com/images/P/2253006130.01.LZZZZZZZ.jpg,160,3.76
2277237337,Le vaisseau des voyageurs,Robert Charles Wilson,1992,http://images.amazon.com/images/P/2277237337.01.LZZZZZZZ.jpg,539,3.78
2878581520,Pars vite et reviens tard,Fred Vargas,2001,http://images.amazon.com/images/P/2878581520.01.LZZZZZZZ.jpg,346,4.03
1891620088,Blind Man's Bluff: The Untold Story of American Submarine Espionage,Sherry Sontag,1998,http://images.amazon.com/images/P/1891620088.01.LZZZZZZZ.jpg,352,4.2
1881164101,Dekok and the Corpse at the Church Wall,Albert Cornelis Baantjer,1994,http://images.amazon.com/images/P/1881164101.01.LZZZZZZZ.jpg,202,3.26
1570719926,An American Summer: A Novel,Frank Deford,2002,http://images.amazon.com/images/P/1570719926.01.LZZZZZZZ.jpg,229,4.03
1568025769,Principles and Practice of American Politics: Classic and Contemporary Readings,Samuel Kernell,2000,http://images.amazon.com/images/P/1568025769.01.LZZZZZZZ.jpg,785,3.5
042514173X,A Cold-Blooded Business (A Kate Shugak Mystery),Dana Stabenow,1994,http://images.amazon.com/images/P/042514173X.01.LZZZZZZZ.jpg,231,4.12
1577193563,Still Hungry After All These Years: My Story,Richard Simmons,1999,http://images.amazon.com/images/P/1577193563.01.LZZZZZZZ.jpg,303,3.97
074322311X,Green Grass Grace: A Novel,Shawn McBride,2003,http://images.amazon.com/images/P/074322311X.01.LZZZZZZZ.jpg,304,4.03
1566911303,Moon Handbooks: North Carolina (1st Ed.),Rob Hirtz,1999,http://images.amazon.com/images/P/1566911303.01.LZZZZZZZ.jpg,295,3.0
048629577X,Poetics (Dover Thrift Editions),Aristotle,1997,http://images.amazon.com/images/P/048629577X.01.LZZZZZZZ.jpg,60,3.83
1400002214,Por los pelos,MARIAN KEYES,2002,http://images.amazon.com/images/P/1400002214.01.LZZZZZZZ.jpg,592,3.81
8439708963,Erec y Enide,Manuel Vazquez Montalban,2003,http://images.amazon.com/images/P/8439708963.01.LZZZZZZZ.jpg,272,3.05
8408047981,Shangai Baby,Wei Hui,2003,http://images.amazon.com/images/P/8408047981.01.LZZZZZZZ.jpg,320,3.21
8479270799,La curaciÃ³n por las flores de Bach,Gotz Blome,1993,http://images.amazon.com/images/P/8479270799.01.LZZZZZZZ.jpg,352,0.0
033035082X,The Island of the Colourblind,Oliver Sacks,1997,http://images.amazon.com/images/P/033035082X.01.LZZZZZZZ.jpg,361,3.88
080505622X,The Stargazey (Richard Jury Mystery Series/Martha Grimes),Martha Grimes,1998,http://images.amazon.com/images/P/080505622X.01.LZZZZZZZ.jpg,354,3.92
1578567610,The Promise of the Second Wind : It's Never Too Late to Pursue God's Best,BILL BUTTERWORTH,2003,http://images.amazon.com/images/P/1578567610.01.LZZZZZZZ.jpg,208,3.9
080411997X,The Wedding Diaries,LINDA FRANCIS LEE,2003,http://images.amazon.com/images/P/080411997X.01.LZZZZZZZ.jpg,358,3.68
1551666928,Desperado,Diana Palmer,2003,http://images.amazon.com/images/P/1551666928.01.LZZZZZZZ.jpg,384,4.09
1575668661,Something Real,J. J. Murray,2003,http://images.amazon.com/images/P/1575668661.01.LZZZZZZZ.jpg,352,3.82
037383408X,Harlequin Escapade (Harlequin),Rebecca York,1998,http://images.amazon.com/images/P/037383408X.01.LZZZZZZZ.jpg,976,4.0
006108199X,Too Many Cooks (Angie Amalfi Mysteries),Joanne Pence,1994,http://images.amazon.com/images/P/006108199X.01.LZZZZZZZ.jpg,352,3.68
157566805X,Again and Again (Brava),Susan Johnson,2002,http://images.amazon.com/images/P/157566805X.01.LZZZZZZZ.jpg,249,3.53
037318509X,Wedding Of The Year  (By Request 3's),Sandra Marton,2002,http://images.amazon.com/images/P/037318509X.01.LZZZZZZZ.jpg,576,3.9
1551665190,No Crystal Stair,Eva Rutland,2000,http://images.amazon.com/images/P/1551665190.01.LZZZZZZZ.jpg,480,4.07
1551669358,Keeper Of The Bride,Tess Gerritsen,2002,http://images.amazon.com/images/P/1551669358.01.LZZZZZZZ.jpg,256,3.54
1551665328,In Their Footsteps,Tess Gerritsen,1999,http://images.amazon.com/images/P/1551665328.01.LZZZZZZZ.jpg,256,3.56
1551665107,Jane Doe,R.J. Kaiser,1999,http://images.amazon.com/images/P/1551665107.01.LZZZZZZZ.jpg,448,3.53
051513466X,The Bliss,Jacqueline Navin,2002,http://images.amazon.com/images/P/051513466X.01.LZZZZZZZ.jpg,345,3.16
074752436X,Reverence,Terence Blacker,1996,http://images.amazon.com/images/P/074752436X.01.LZZZZZZZ.jpg,256,3.5
3552052054,Die RÃ?Â¼ckkehr des Tanzlehrers.,Henning Mankell,2002,http://images.amazon.com/images/P/3552052054.01.LZZZZZZZ.jpg,507,3.91
073560505X,Code: Hidden Language of Computer Hardware and Software,Charles Petzold,1999,http://images.amazon.com/images/P/073560505X.01.LZZZZZZZ.jpg,397,4.4
8877827033,Harry Potter E la Camera Dei Segreti,J. K. Rowling,2002,http://images.amazon.com/images/P/8877827033.01.LZZZZZZZ.jpg,307,4.43
8838915741,Gita a Tindari (La memoria),Andrea Camilleri,2000,http://images.amazon.com/images/P/8838915741.01.LZZZZZZZ.jpg,291,4.03
1570541930,The Klutz Yo-Yo Book,John Klutz Yo-Yo Book Cassidy,1998,http://images.amazon.com/images/P/1570541930.01.LZZZZZZZ.jpg,61,3.75
8484509923,LA Hija Del Curandero,Amy Tan,2002,http://images.amazon.com/images/P/8484509923.01.LZZZZZZZ.jpg,429,3.99
067972267X,A Pale View of Hills (Vintage International),Kazuo Ishiguro,1990,http://images.amazon.com/images/P/067972267X.01.LZZZZZZZ.jpg,183,3.75
1557739218,Keeper of Dreams,Lynn Armistead McKee,1993,http://images.amazon.com/images/P/1557739218.01.LZZZZZZZ.jpg,343,4.19
1575660237,Murder at Wrigley Field,Troy Soos,1996,http://images.amazon.com/images/P/1575660237.01.LZZZZZZZ.jpg,296,3.8
043965548X,Harry Potter and the Prisoner of Azkaban (Harry Potter),J.K. Rowling,2004,http://images.amazon.com/images/P/043965548X.01.LZZZZZZZ.jpg,435,4.57
1853261122,Wizard of Oz (Wordsworth Collection),L. F. Baum,1998,http://images.amazon.com/images/P/1853261122.01.LZZZZZZZ.jpg,143,3.99
1551669129,Golden Lasso,Fern Michaels,2002,http://images.amazon.com/images/P/1551669129.01.LZZZZZZZ.jpg,256,3.46
043913742X,Night in the Haunted Tower (Pokemon Chapter Book #4),Tracey West,1999,http://images.amazon.com/images/P/043913742X.01.LZZZZZZZ.jpg,70,4.16
1582340986,New York Sawed in Half : An Urban Historical (Urban Historicals),Joel Rose,2001,http://images.amazon.com/images/P/1582340986.01.LZZZZZZZ.jpg,160,3.0
1841951838,Lanark: A Life in Four Books,Alasdair Gray,2002,http://images.amazon.com/images/P/1841951838.01.LZZZZZZZ.jpg,573,4.1
055357633X,God Bless John Wayne (Kinky Friedman Novels (Paperback)),Kinky Friedman,1996,http://images.amazon.com/images/P/055357633X.01.LZZZZZZZ.jpg,256,3.72
187842419X,Las Siete Leyes Espirituales del Ã?xito:  Una GuÃ­a PrÃ¡ctica Para la RealizaciÃ³n de Tus SueÃ±os,Deepak Chopra,1995,http://images.amazon.com/images/P/187842419X.01.LZZZZZZZ.jpg,128,4.11
1557046395,Travelling With Che Guevara: The Making Of A Revolutionary,Alberto Granado,2004,http://images.amazon.com/images/P/1557046395.01.LZZZZZZZ.jpg,248,3.87
2264033061,Des Ã?Â¢mes noires,Anne Perry,2001,http://images.amazon.com/images/P/2264033061.01.LZZZZZZZ.jpg,480,4.09
3423013907,Das Versprechen. Requiem auf den Kriminalroman.,Friedrich DÃ?Â¼rrenmatt,2001,http://images.amazon.com/images/P/3423013907.01.LZZZZZZZ.jpg,156,3.98
